Started at: Thu Nov 18 00:42:32 2021

Using random seed: 1637192552
Map: .\res\textures\testmap_split_path_1024x512.png
FOLLOW_GREEN_FEROMONE: false
FOLLOW_RED_FEROMONE: false
AVOID_WALLS: false
time,total_gathered_food,gathered_food_since_last_entry,number_of_ants_carrying_food
2.4 0 0 0
4.80001 0 0 0
7.20007 0 0 0
9.60012 0 0 0
12.0002 0 0 0
14.4002 0 0 0
16.8003 0 0 0
19.2003 0 0 0
21.6004 0 0 0
24.0005 0 0 0
26.4005 0 0 0
28.8006 0 0 0
31.2006 0 0 0
33.6004 0 0 0
36 0 0 0
38.3996 0 0 0
40.7992 0 0 0
43.1988 0 0 0
45.5984 0 0 0
47.998 0 0 0
50.3975 0 0 0
52.7971 0 0 0
55.1967 0 0 0
57.5963 0 0 0
59.9959 0 0 0
62.3955 0 0 0
64.7954 0 0 0
67.1959 0 0 0
69.5965 0 0 0
71.997 0 0 0
74.3975 0 0 0
76.798 0 0 0
79.1985 0 0 0
81.599 0 0 0
83.9995 0 0 0
86.4 0 0 0
88.8006 0 0 0
91.2011 0 0 0
93.6016 0 0 0
96.0021 0 0 0
98.4026 0 0 0
100.803 0 0 0
103.204 0 0 0
105.604 0 0 0
108.005 0 0 0
110.405 0 0 0
112.806 0 0 0
115.206 0 0 0
117.607 0 0 0
120.007 0 0 0
122.408 0 0 0
124.808 0 0 0
127.209 0 0 0
129.608 0 0 0
132.007 0 0 0
134.405 0 0 0
136.804 0 0 0
139.203 0 0 0
141.601 0 0 0
144 0 0 0
146.399 0 0 0
148.798 0 0 0
151.196 0 0 1
153.595 0 0 1
155.994 0 0 1
158.392 0 0 1
160.791 0 0 1
163.19 0 0 1
165.588 0 0 1
167.987 0 0 1
170.386 0 0 1
172.784 0 0 1
175.183 0 0 1
177.582 0 0 1
179.98 0 0 1
182.379 0 0 1
184.778 0 0 1
187.176 0 0 2
189.575 0 0 2
191.974 0 0 2
194.372 0 0 2
196.771 0 0 2
199.17 0 0 2
201.568 0 0 2
203.967 0 0 2
206.366 0 0 2
208.765 0 0 2
211.163 0 0 2
213.562 0 0 2
215.961 0 0 2
218.359 0 0 2
220.758 0 0 2
223.157 0 0 2
225.555 1 1 1
227.954 1 0 1
230.353 1 0 1
232.751 1 0 1
235.15 1 0 1
237.549 1 0 1
239.947 1 0 1
242.346 1 0 1
244.745 1 0 1
247.143 1 0 1
249.542 1 0 1
251.941 1 0 1
254.339 1 0 1
256.739 1 0 1
259.142 1 0 1
261.544 1 0 1
263.946 1 0 1
266.349 1 0 1
268.751 1 0 1
271.153 1 0 1
273.556 1 0 1
275.958 1 0 1
278.36 1 0 1
280.763 1 0 1
283.165 1 0 1
285.567 1 0 1
287.97 1 0 1
290.372 1 0 1
292.774 1 0 1
295.177 1 0 2
297.579 1 0 2
299.981 1 0 2
302.384 1 0 2
304.786 1 0 2
307.189 1 0 2
309.591 1 0 2
311.993 2 1 1
314.396 2 0 1
316.798 2 0 1
319.2 2 0 1
321.603 2 0 1
324.005 2 0 1
326.407 2 0 1
328.81 2 0 1
331.212 2 0 1
333.614 2 0 1
336.017 2 0 1
338.419 2 0 1
340.821 2 0 1
343.224 2 0 1
345.626 2 0 1
348.028 2 0 1
350.431 2 0 1
352.833 2 0 1
355.235 2 0 1
357.638 2 0 1
360.04 2 0 1
362.442 2 0 1
364.845 2 0 1
367.247 2 0 1
369.649 2 0 1
372.052 2 0 1
374.454 2 0 1
376.856 2 0 1
379.259 2 0 1
381.661 2 0 1
384.064 2 0 1
386.466 2 0 1
388.868 2 0 1
391.271 2 0 1
393.673 2 0 1
396.075 2 0 1
398.478 2 0 1
400.88 2 0 1
403.282 2 0 1
405.685 2 0 1
408.087 2 0 1
410.489 2 0 1
412.892 2 0 1
415.294 2 0 1
417.696 2 0 1
420.099 2 0 1
422.501 2 0 1
424.903 2 0 1
427.306 2 0 1
429.708 2 0 1
432.11 2 0 1
434.513 2 0 1
436.915 2 0 1
439.317 3 1 0
441.72 3 0 0
444.122 3 0 0
446.524 3 0 0
448.927 3 0 0
451.329 3 0 0
453.731 3 0 0
456.134 3 0 0
458.536 3 0 0
460.939 3 0 0
463.341 3 0 0
465.743 3 0 0
468.146 3 0 0
470.548 3 0 0
472.95 3 0 0
475.353 3 0 0
477.755 3 0 0
480.157 3 0 0
482.56 3 0 0
484.962 3 0 0
487.364 3 0 0
489.767 3 0 0
492.169 3 0 0
494.571 3 0 0
496.974 3 0 0
499.376 3 0 0
501.778 3 0 0
504.181 3 0 0
506.583 3 0 0
508.985 3 0 0
511.388 3 0 0
513.79 3 0 0
516.192 3 0 0
518.595 3 0 0
520.997 3 0 0
523.399 3 0 0
525.802 3 0 0
528.204 3 0 0
530.606 3 0 0
533.009 3 0 1
535.411 3 0 1
537.813 3 0 1
540.216 3 0 1
542.618 3 0 1
545.021 3 0 1
547.423 3 0 1
549.825 3 0 1
552.228 3 0 1
554.63 3 0 1
557.032 3 0 1
559.435 3 0 1
561.837 3 0 1
564.239 3 0 1
566.642 3 0 1
569.044 3 0 1
571.446 3 0 1
573.849 3 0 1
576.251 3 0 1
578.653 3 0 1
581.056 3 0 1
583.458 3 0 1
585.86 3 0 1
588.263 3 0 1
590.665 3 0 1
593.067 3 0 1
595.47 3 0 1
597.872 3 0 1
600.274 3 0 2
602.677 3 0 2
605.079 3 0 2
607.481 3 0 2
609.884 3 0 2
612.286 3 0 2
614.688 3 0 2
617.091 3 0 2
619.493 3 0 2
621.896 3 0 2
624.298 3 0 2
626.7 3 0 2
629.103 3 0 2
631.505 3 0 2
633.907 3 0 2
636.31 4 1 1
638.712 4 0 1
641.114 4 0 1
643.517 4 0 1
645.919 4 0 1
648.321 4 0 1
650.724 4 0 1
653.126 4 0 1
655.528 4 0 1
657.931 4 0 1
660.333 4 0 1
662.735 4 0 1
665.138 4 0 1
667.54 4 0 1
669.942 4 0 1
672.345 4 0 1
674.747 4 0 1
677.149 4 0 1
679.552 4 0 2
681.954 4 0 2
684.356 4 0 2
686.759 4 0 2
689.161 4 0 2
691.563 4 0 2
693.966 4 0 2
696.368 4 0 2
698.771 4 0 2
701.173 4 0 2
703.575 4 0 2
705.978 4 0 2
708.38 4 0 2
710.782 4 0 2
713.185 4 0 2
715.587 4 0 2
717.989 4 0 2
720.392 4 0 2
722.794 4 0 2
725.196 4 0 2
727.599 4 0 2
730.001 4 0 2
732.403 4 0 2
734.806 4 0 2
737.208 4 0 2
739.61 4 0 2
742.013 4 0 2
744.415 4 0 2
746.817 4 0 2
749.22 5 1 1
751.622 5 0 1
754.024 5 0 1
756.427 5 0 1
758.829 5 0 1
761.231 5 0 1
763.634 5 0 1
766.036 5 0 1
768.438 5 0 1
770.841 5 0 1
773.243 5 0 1
775.646 5 0 1
778.048 5 0 1
780.45 5 0 1
782.853 5 0 1
785.255 5 0 1
787.657 5 0 1
790.06 5 0 1
792.462 5 0 1
794.864 5 0 1
797.267 5 0 1
799.669 5 0 1
802.071 5 0 1
804.474 5 0 1
806.876 5 0 1
809.278 5 0 1
811.681 5 0 1
814.083 5 0 1
816.485 5 0 1
818.888 5 0 1
821.29 5 0 1
823.692 5 0 1
826.095 5 0 1
828.497 5 0 1
830.899 5 0 1
833.302 5 0 1
835.704 5 0 1
838.106 5 0 1
840.509 5 0 1
842.911 5 0 1
845.313 5 0 1
847.716 5 0 1
850.118 5 0 1
852.521 5 0 1
854.923 5 0 1
857.325 5 0 1
859.728 5 0 1
862.13 5 0 1
864.532 5 0 1
866.935 5 0 1
869.337 5 0 1
871.739 5 0 1
874.142 5 0 1
876.544 5 0 1
878.946 5 0 1
881.349 5 0 1
883.751 5 0 1
886.153 5 0 1
888.556 5 0 1
890.958 5 0 1
893.36 5 0 1
895.763 5 0 1
898.165 5 0 1
900.567 5 0 1
902.97 5 0 1
905.372 5 0 1
907.774 5 0 1
910.177 5 0 1
912.579 5 0 1
914.981 5 0 1
917.384 5 0 1
919.786 5 0 1
922.188 5 0 1
924.591 5 0 1
926.993 5 0 1
929.396 5 0 1
931.798 5 0 1
934.2 5 0 1
936.603 5 0 1
939.005 5 0 1
941.407 5 0 1
943.81 5 0 1
946.212 5 0 1
948.614 5 0 1
951.017 5 0 1
953.419 5 0 1
955.821 5 0 1
958.224 5 0 1
960.626 5 0 1
963.028 5 0 1
965.431 5 0 1
967.833 5 0 1
970.235 5 0 1
972.638 5 0 1
975.04 5 0 1
977.442 5 0 1
979.845 5 0 1
982.247 5 0 1
984.649 5 0 1
987.052 5 0 1
989.454 5 0 1
991.856 5 0 1
994.259 5 0 1
996.661 5 0 1
999.063 5 0 1
1001.47 5 0 1
1003.87 5 0 1
1006.27 5 0 1
1008.67 5 0 1
1011.08 5 0 1
1013.48 5 0 1
1015.88 5 0 1
1018.28 5 0 1
1020.68 5 0 1
1023.09 5 0 1
1025.49 5 0 1
1027.89 5 0 1
1030.29 5 0 1
1032.7 5 0 1
1035.1 5 0 1
1037.5 5 0 1
1039.9 5 0 1
1042.31 5 0 1
1044.71 5 0 1
1047.11 5 0 1
1049.51 5 0 1
1051.92 5 0 1
1054.32 5 0 1
1056.72 5 0 1
1059.12 5 0 1
1061.52 5 0 1
1063.93 5 0 1
1066.33 5 0 1
1068.73 5 0 1
1071.13 5 0 1
1073.54 5 0 1
1075.94 5 0 1
1078.34 5 0 1
1080.74 5 0 1
1083.15 5 0 1
1085.55 5 0 1
1087.95 5 0 1
1090.35 5 0 1
1092.75 5 0 1
1095.16 5 0 1
1097.56 5 0 1
1099.96 5 0 1
1102.36 5 0 1
1104.77 5 0 1
1107.17 5 0 1
1109.57 5 0 1
1111.97 5 0 1
1114.38 5 0 1
1116.78 5 0 1
1119.18 5 0 1
1121.58 5 0 1
1123.99 5 0 1
1126.39 5 0 1
1128.79 5 0 1
1131.19 5 0 1
1133.59 5 0 1
1136 5 0 1
1138.4 5 0 1
1140.8 5 0 1
1143.2 5 0 1
1145.61 5 0 1
1148.01 5 0 1
1150.41 5 0 1
1152.81 5 0 1
1155.22 5 0 1
1157.62 5 0 1
1160.02 5 0 1
1162.42 5 0 1
1164.83 5 0 1
1167.23 5 0 1
1169.63 5 0 1
1172.03 5 0 1
1174.43 5 0 1
1176.84 5 0 1
1179.24 5 0 1
1181.64 5 0 1
1184.04 5 0 1
1186.45 5 0 1
1188.85 5 0 1
1191.25 5 0 1
1193.65 6 1 0
1196.06 6 0 0
1198.46 6 0 0
1200.86 6 0 0
1203.26 6 0 0
1205.67 6 0 0
1208.07 6 0 0
1210.47 6 0 0
1212.87 6 0 0
1215.27 6 0 0
1217.68 6 0 0
1220.08 6 0 0
1222.48 6 0 0
1224.88 6 0 0
1227.29 6 0 0
1229.69 6 0 0
1232.09 6 0 0
1234.49 6 0 0
1236.9 6 0 0
1239.3 6 0 0
1241.7 6 0 0
1244.1 6 0 0
1246.5 6 0 0
1248.91 6 0 0
1251.31 6 0 0
1253.71 6 0 0
1256.11 6 0 0
1258.52 6 0 0
1260.92 6 0 0
1263.32 6 0 0
1265.72 6 0 1
1268.13 6 0 1
1270.53 6 0 1
1272.93 6 0 1
1275.33 6 0 1
1277.74 6 0 1
1280.14 6 0 1
1282.54 6 0 1
1284.94 6 0 1
1287.34 6 0 1
1289.75 6 0 1
1292.15 6 0 1
1294.55 6 0 1
1296.95 6 0 1
1299.36 6 0 1
1301.76 6 0 1
1304.16 6 0 1
1306.56 6 0 1
1308.97 6 0 1
1311.37 6 0 1
1313.77 6 0 1
1316.17 6 0 1
1318.58 6 0 1
1320.98 6 0 1
1323.38 6 0 1
1325.78 6 0 1
1328.18 6 0 1
1330.59 6 0 1
1332.99 6 0 1
1335.39 6 0 1
1337.79 6 0 1
1340.2 6 0 1
1342.6 6 0 1
1345 6 0 1
1347.4 6 0 1
1349.81 6 0 1
1352.21 6 0 1
1354.61 6 0 1
1357.01 6 0 1
1359.42 6 0 1
1361.82 6 0 1
1364.22 6 0 1
1366.62 6 0 1
1369.02 6 0 2
1371.43 6 0 2
1373.83 6 0 2
1376.23 6 0 2
1378.63 6 0 2
1381.04 6 0 2
1383.44 6 0 2
1385.84 6 0 2
1388.24 6 0 2
1390.65 6 0 2
1393.05 6 0 2
1395.45 6 0 2
1397.85 6 0 2
1400.25 6 0 2
1402.66 6 0 2
1405.06 6 0 2
1407.46 6 0 2
1409.86 6 0 2
1412.27 6 0 2
1414.67 6 0 2
1417.07 6 0 2
1419.47 6 0 2
1421.88 6 0 2
1424.28 6 0 2
1426.68 6 0 2
1429.08 6 0 2
1431.49 6 0 2
1433.89 6 0 2
1436.29 6 0 2
1438.69 6 0 2
1441.09 6 0 2
1443.5 6 0 2
1445.9 6 0 2
1448.3 6 0 2
1450.7 6 0 2
1453.11 6 0 2
1455.51 6 0 2
1457.91 6 0 2
1460.31 6 0 2
1462.72 6 0 2
1465.12 7 1 1
1467.52 7 0 1
1469.92 7 0 1
1472.33 7 0 1
1474.73 7 0 1
1477.13 7 0 1
1479.53 7 0 1
1481.93 7 0 1
1484.34 7 0 1
1486.74 7 0 1
1489.14 7 0 1
1491.54 7 0 1
1493.95 7 0 1
1496.35 7 0 1
1498.75 7 0 1
1501.15 7 0 1
1503.56 7 0 1
1505.96 7 0 1
1508.36 7 0 1
1510.76 7 0 1
1513.17 7 0 1
1515.57 7 0 1
1517.97 7 0 1
1520.37 7 0 1
1522.77 7 0 1
1525.18 7 0 1
1527.58 7 0 1
1529.98 7 0 1
1532.38 7 0 1
1534.79 7 0 1
1537.19 7 0 1
1539.59 7 0 1
1541.99 7 0 1
1544.4 7 0 1
1546.8 7 0 1
1549.2 7 0 1
1551.6 7 0 1
1554 7 0 1
1556.41 7 0 1
1558.81 7 0 1
1561.21 7 0 1
1563.61 7 0 2
1566.02 7 0 2
1568.42 7 0 2
1570.82 7 0 2
1573.22 7 0 2
1575.63 7 0 2
1578.03 7 0 2
1580.43 7 0 2
1582.83 7 0 2
1585.24 7 0 2
1587.64 7 0 2
1590.04 7 0 2
1592.44 7 0 2
1594.84 7 0 2
1597.25 7 0 2
1599.65 7 0 2
1602.05 7 0 2


